	Start	Marker
1244	11617595146	10.0
1245	11617795317	9.0
1246	11617993473	3.0
1247	11618195980	10.0
1248	11618395654	0.0
1249	11618595687	12.0
1250	11618796015	4.0
1251	11618994801	6.0
1252	11619196016	1.0
1253	11619396649	8.0
1254	11619595128	3.0
1255	11619795410	10.0
1256	11619995387	5.0
1257	11620195391	9.0
1258	11620395592	12.0
1259	11620599016	1.0
1260	11620796998	6.0
1261	11620997034	3.0
1262	11621197167	12.0
1263	11621397230	2.0
1264	11621596942	11.0
1265	11621797659	4.0
1266	11621997519	7.0
1267	11622197951	5.0
1268	11622397881	11.0
1269	11622599132	4.0
1270	11624780676	10.0
1271	11626971447	888.0
1272	11627985527	777.0
1273	11628183889	8.0
1274	11628384611	1.0
1275	11628586618	11.0
1276	11628784744	2.0
1277	11628984934	10.0
1278	11629185007	3.0
1279	11629385102	11.0
1280	11629585297	4.0
1281	11629785396	10.0
1282	11629986454	3.0
1283	11630184956	8.0
1284	11630384917	0.0
1285	11630584983	12.0
1286	11630785115	8.0
1287	11630987237	3.0
1288	11631187289	9.0
1289	11631387414	1.0
1290	11631586090	7.0
1291	11631787149	4.0
1292	11631987836	11.0
1293	11632187927	5.0
1294	11632387269	9.0
1295	11632588254	4.0
1296	11632786352	7.0
1297	11632989255	1.0
1298	11633188554	10.0
1299	11633389851	6.0
1300	11633587687	2.0
1301	11633787821	12.0
1302	11633987936	0.0
1303	11634188216	9.0
1304	11634388177	5.0
1305	11634588586	10.0
1306	11634788618	2.0
1307	11634990015	6.0
1308	11635190413	5.0
1309	11635392302	7.0
1310	11635590695	3.0
1311	11635791769	12.0
1312	11635991331	9.0
1313	11636191307	0.0
1314	11636391450	8.0
1315	11636591679	4.0
1316	11636793335	6.0
1317	11636991910	5.0
1318	11637192460	7.0
1319	11637391294	3.0
1320	11637591568	12.0
1321	11637791512	2.0
1322	11637990870	11.0
1323	11638191719	4.0
1324	11638392010	8.0
1325	11638591870	11.0
1326	11638792140	3.0
1327	11638992174	9.0
1328	11639192482	5.0
1329	11639392547	12.0
1330	11639592567	4.0
1331	11639792691	7.0
1332	11639992805	1.0
1333	11640194256	10.0
1334	11640394363	5.0
1335	11640594365	8.0
1336	11640794437	1.0
1337	11640995031	10.0
1338	11641195483	7.0
1339	11641393848	0.0
1340	11641593738	10.0
1341	11641793776	1.0
1342	11641994223	11.0
1343	11642194324	5.0
1344	11642394441	12.0
1345	11642594362	0.0
1346	11642794530	6.0
1347	11642994680	2.0
1348	11643194763	9.0
1349	11643395422	1.0
1350	11643595809	8.0
1351	11643796301	11.0
1352	11643996247	4.0
1353	11644194483	7.0
1354	11644394429	3.0
1355	11644596545	6.0
1356	11644796745	0.0
1357	11644996882	9.0
1358	11645197026	2.0
1359	11645396987	6.0
1360	11645598578	4.0
1361	11645795354	8.0
1362	11645997530	2.0
1363	11646197745	12.0
1364	11646397688	10.0
1365	11646599853	1.0
1366	11646797940	6.0
1367	11647000151	0.0
1368	11647199528	7.0
1369	11647399216	5.0
1370	11647599737	6.0
1371	11647799827	3.0
1372	11647997901	11.0
1373	11648197962	2.0
1374	11648398079	12.0
1375	11648600257	0.0
1376	11650781562	9.0
1377	11653055935	888.0
